TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Boston Celtics,2,2,0,1,48,117.5,45,85,52.9,14,30.5,45.9,13.5,17,79.4,7,28,35,28.5,12.5,7,6.5,3.5,19.5,17,3.5
Houston Rockets,3,3,0,1,48,124.7,42.3,81.7,51.8,17.3,39,44.4,22.7,29.7,76.4,10,35.3,45.3,24.7,16.3,8.3,4.7,4.3,20.3,20.3,20.3
Philadelphia 76ers,2,2,0,1,48,115,45.5,92,49.5,10.5,26.5,39.6,13.5,17.5,77.1,10.5,36.5,47,34.5,15.5,6,4.5,8,26.5,16.5,12
Minnesota Timberwolves,4,3,1,0.75,50.5,112,42.8,89.3,47.9,8.8,25,35,17.8,22.5,78.9,8.8,32.8,41.5,25.3,7.8,7.5,3,4.5,21,20.3,3.3
Los Angeles Clippers,3,2,1,0.667,48,115.3,43,87.7,49,7.7,24.3,31.5,21.7,32,67.7,15,28,43,24.3,16.7,9.3,4,6.7,20,26,-4
Atlanta Hawks,2,1,1,0.5,48,105,38.5,84.5,45.6,13,30,43.3,15,15,100,8.5,35,43.5,24,14,6.5,4,5,22,15,4
Charlotte Hornets,2,1,1,0.5,48,107,38.5,79,48.7,12,28.5,42.1,18,25,72,7.5,35.5,43,19,12,6,3,1.5,16,19,0
Cleveland Cavaliers,2,1,1,0.5,48,115,45,87.5,51.4,11,26.5,41.5,14,19.5,71.8,9.5,28.5,38,25,9.5,7.5,3,2.5,17.5,17.5,-2
Dallas Mavericks,4,2,2,0.5,48,107.8,41,84.8,48.4,11.5,27.8,41.4,14.3,20.3,70.4,6.8,36,42.8,21,11.8,7.5,4.3,6,19.3,19.8,5.8
Golden State Warriors,4,2,2,0.5,48,110,43.3,86.5,50,10.5,32,32.8,13,19.5,66.7,9.8,31.3,41,31,15.8,10.8,8,3.3,18.8,16.3,1.8
Indiana Pacers,2,1,1,0.5,50.5,115,45,88.5,50.8,9.5,22,43.2,15.5,19,81.6,8.5,29,37.5,23.5,12,8.5,3,6.5,20.5,19.5,3.5
Los Angeles Lakers,4,2,2,0.5,48,113.8,44,92,47.8,12.5,34.3,36.5,13.3,19.5,67.9,13.5,35,48.5,25.5,17.3,7.5,4,6,24.3,19,0.8
Miami Heat,2,1,1,0.5,53,121.5,46,89.5,51.4,17.5,36.5,47.9,12,19,63.2,7.5,36,43.5,29.5,17,7,8.5,5.5,25,20.5,3.5
New York Knicks,2,1,1,0.5,48,117,43,82,52.4,10.5,26.5,39.6,20.5,23.5,87.2,7,34,41,29.5,16.5,8.5,7.5,3.5,23.5,21,-3
San Antonio Spurs,4,2,2,0.5,48,111.5,43.5,84.5,51.5,8.5,22.3,38.2,16,21,76.2,10,31.5,41.5,27,14.3,5.8,5.8,4,18.5,18.8,5.8
Toronto Raptors,2,1,1,0.5,48,112.5,44.5,88.5,50.3,12,32.5,36.9,11.5,17,67.6,9,28.5,37.5,26.5,11.5,6.5,10,5,21.5,18,-7
Utah Jazz,4,2,2,0.5,48,96.5,37,84,44,11.3,31,36.3,11.3,13.5,83.3,8.8,34.8,43.5,24.3,12.5,7.5,4,2.3,19,15.8,1.8
Washington Wizards,2,1,1,0.5,48,104.5,37.5,82,45.7,11.5,29,39.7,18,21,85.7,9,33,42,26,16,8,2.5,6,22.5,19,-1.5
New Orleans Pelicans,3,1,2,0.333,49.7,116,45.7,89.3,51.1,13,32.7,39.8,11.7,17.7,66,8.7,31.3,40,29,15.3,4.7,4.3,4,17.7,17.7,-9.7
Phoenix Suns,3,1,2,0.333,48,110.7,41.7,85.7,48.6,11.3,29,39.1,16,24.3,65.8,8.7,27.3,36,26,13,9.3,5.3,6.3,21,19.7,-8.3
Memphis Grizzlies,4,1,3,0.25,48,93.3,34.8,80.5,43.2,9.8,26.8,36.4,14,18.3,76.7,10.5,26,36.5,23,16,9.3,5,3.8,23,20.8,-5
Oklahoma City Thunder,4,1,3,0.25,49.3,109.5,43.3,94.3,45.9,11.8,31.5,37.3,11.3,18.3,61.6,12.8,30.8,43.5,22,10.8,10.5,5,6.3,19,18.5,-2.8
Portland Trail Blazers,4,1,3,0.25,48,91.8,35,83.8,41.8,7,25.3,27.7,14.8,19.5,75.6,11.8,32.8,44.5,16.5,15.3,9.3,4.3,6.3,21.8,16.8,-2.3
Sacramento Kings,4,1,3,0.25,48,96.8,38.3,89,43,7.8,24.5,31.6,12.5,16.3,76.9,8.5,29,37.5,19.8,9.8,9,3.5,3.8,20.8,16.5,-12.8
Brooklyn Nets,2,0,2,0,48,107.5,38.5,92.5,41.6,11.5,33,34.8,19,26.5,71.7,12.5,39,51.5,23,20,8.5,5,8,17,21.5,-10.5
Chicago Bulls,2,0,2,0,48,106,41.5,85.5,48.5,11,31,35.5,12,17.5,68.6,7.5,29.5,37,27,13,8,4,5,24.5,16,-17
Detroit Pistons,2,0,2,0,48,98.5,36,85.5,42.1,11.5,26,44.2,15,19.5,76.9,10,30.5,40.5,23.5,16,7.5,3,5.5,18,15,-13
Milwaukee Bucks,2,0,2,0,50.5,124,47,96,49,10.5,29.5,35.6,19.5,24.5,79.6,11,31.5,42.5,27,12.5,9,4,7,28.5,23,-7
Orlando Magic,2,0,2,0,48,98,37,85,43.5,8,26,30.8,16,21.5,74.4,9.5,29.5,39,21,13.5,6,6,5.5,18,18,-16
