TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Los Angeles Clippers,4,2,2,0.5,48,107.3,41.8,86.5,48.3,9.8,27,36.1,14,19.5,71.8,7,33.8,40.8,21.8,13.5,5.8,5.3,5.5,20.5,20.3,0.8
Memphis Grizzlies,4,2,2,0.5,48,95,34.5,79.5,43.4,8.3,24.8,33.3,17.8,21.5,82.6,7.3,35,42.3,20.8,13.5,7.5,5,4.5,19.8,24.3,-3.8
Oklahoma City Thunder,3,2,1,0.667,48,110.7,41.7,87.7,47.5,10,28.3,35.3,17.3,22.3,77.6,12,26.7,38.7,20,15.3,10.7,6.3,5.3,22.7,21.3,0.3
Toronto Raptors,2,2,0,1,48,118.5,41,81.5,50.3,14.5,34,42.6,22,28,78.6,8.5,30.5,39,25,15,9,3,3.5,25,20,9.5
Boston Celtics,2,1,1,0.5,48,109.5,40.5,86.5,46.8,10.5,26.5,39.6,18,22.5,80,10,31,41,20,15,7.5,5.5,4,21.5,22,-1
Detroit Pistons,2,1,1,0.5,50.5,102,39,85,45.9,9,31.5,28.6,15,23,65.2,10.5,40,50.5,21.5,15,8.5,4.5,3.5,16,19.5,1.5
Golden State Warriors,3,1,2,0.333,48,117.7,43.7,83,52.6,15.3,32,47.9,15,18.7,80.4,5.3,34.3,39.7,33.3,16.3,6.3,8.3,3.7,22.3,17,0.3
Los Angeles Lakers,4,1,3,0.25,50.5,114.5,40.8,91,44.8,11,31,35.5,22,31.3,70.4,11.3,37,48.3,24,16,9.3,4.8,5.8,24.5,26.3,-7.3
New Orleans Pelicans,4,1,3,0.25,48,107.5,43,86.5,49.7,10.8,26.3,41,10.8,14.5,74.1,7.5,34.8,42.3,26.3,15.5,7,5.3,6,19.5,18.5,-8.5
Philadelphia 76ers,2,1,1,0.5,48,109.5,43.5,88.5,49.2,11,30,36.7,11.5,17,67.6,9.5,36,45.5,28,18.5,12,5.5,8,25,18,3.5
Sacramento Kings,3,1,2,0.333,48,95.7,39.3,85,46.3,8.3,27,30.9,8.7,12.7,68.4,8,38,46,22.3,15.3,6.3,4,4.7,18,17.3,-0.3
San Antonio Spurs,4,1,3,0.25,48,98.3,38.5,84.8,45.4,8.3,23.8,34.7,13,18.5,70.3,9,33.3,42.3,20.5,13.8,7.5,5,4.3,16.3,18.8,-6.3
Washington Wizards,2,1,1,0.5,48,112.5,42.5,80,53.1,15,30.5,49.2,12.5,17.5,71.4,6.5,34,40.5,24,17.5,9,3,2.5,18,13.5,1
Atlanta Hawks,2,0,2,0,48,101.5,39,84.5,46.2,11,36.5,30.1,12.5,14.5,86.2,6,37,43,17,15.5,6.5,5,4,15,14,-17
Brooklyn Nets,2,0,2,0,48,108,40.5,85.5,47.4,13,37,35.1,14,17,82.4,8,32,40,24,12.5,6.5,3,5.5,18,16.5,-12
Charlotte Hornets,2,0,2,0,48,94.5,34.5,87.5,39.4,7.5,25,30,18,27.5,65.5,11.5,38.5,50,15,10.5,5,5,5.5,14.5,22,-14
Chicago Bulls,2,0,2,0,48,96.5,37,87.5,42.3,10,32.5,30.8,12.5,17.5,71.4,8,36,44,21.5,16,7,3,6,17,13,-20.5
Cleveland Cavaliers,2,0,2,0,48,100.5,39.5,84,47,10,28.5,35.1,11.5,15,76.7,4.5,32,36.5,23,14.5,6.5,2,5,23,23,-18
Dallas Mavericks,4,0,4,0,48,91.8,34.3,88.3,38.8,10.8,32,33.6,12.5,18.3,68.5,11.5,37.3,48.8,24,13,5.5,2,4.8,20.8,20.8,-13.3
Denver Nuggets,3,0,3,0,48,104.3,40.3,88.7,45.5,7.7,30,25.6,16,22.7,70.6,11.3,28,39.3,25.7,14.7,10.3,4.3,4.7,20.3,20.3,-20.3
Indiana Pacers,2,0,2,0,48,96,39.5,85.5,46.2,7.5,25,30,9.5,13.5,70.4,6.5,32,38.5,18,13.5,7,7,2.5,16,15,-22
Miami Heat,2,0,2,0,48,95.5,39,85,45.9,10,31,32.3,7.5,10.5,71.4,12,29.5,41.5,20.5,15.5,5,3.5,4.5,17.5,15.5,-8.5
Milwaukee Bucks,2,0,2,0,48,105,38,82.5,46.1,8.5,27.5,30.9,20.5,26,78.8,7,32,39,19,14,10.5,5,4.5,28,22,-7.5
Minnesota Timberwolves,4,0,4,0,48,107,40.8,86.3,47.2,8.5,23.3,36.6,17,21.5,79.1,11.8,29.3,41,22.3,11.3,6,4,4.8,21,20.3,-15.8
New York Knicks,2,0,2,0,48,99.5,40.5,87.5,46.3,6,21.5,27.9,12.5,16,78.1,6,35,41,26,18.5,6,2,5,19,17.5,-18.5
Orlando Magic,2,0,2,0,48,102.5,38.5,87,44.3,10.5,31,33.9,15,17.5,85.7,8,32.5,40.5,21,12,6.5,3.5,4,20.5,17,-12.5
Phoenix Suns,4,0,4,0,48,104,40.3,88.3,45.6,11,32,34.4,12.5,17.3,72.5,8.8,34.8,43.5,23.8,16.3,7.3,3.8,5.5,22.8,16.8,-13.8
Portland Trail Blazers,4,0,4,0,48,108.5,41,84.3,48.7,11.3,29.3,38.5,15.3,21.3,71.8,8.8,32.3,41,19,14,6.3,5,4,23,21.5,-5.5
Utah Jazz,4,0,4,0,48,98.8,36.3,81.8,44.3,9.8,30,32.5,16.5,20.3,81.5,6,28,34,19.3,13.5,8.8,3.3,5.3,20,20.8,-17.5
