TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Indiana Pacers,4,3,1,0.75,48,108.8,42.3,88,48,13.5,29.3,46.2,10.8,15,71.7,8.5,34.8,43.3,24.8,13.5,8.5,2.3,4,18.8,17,4
Golden State Warriors,2,2,0,1,48,108.5,39.5,83.5,47.3,11,34.5,31.9,18.5,23.5,78.7,11.5,36,47.5,30.5,16,7.5,6.5,2.5,20.5,20.5,8.5
Houston Rockets,2,2,0,1,48,118.5,40,85,47.1,17.5,48.5,36.1,21,26,80.8,11.5,37.5,49,24.5,15.5,8.5,5,2,23,23,18
New York Knicks,4,2,2,0.5,48,108.5,42.3,87.3,48.4,11,27.5,40,13,17,76.5,10,34,44,25.5,15,9,4.8,4.3,22.3,18.5,3.5
Orlando Magic,4,2,2,0.5,48,115,44,91,48.4,10.5,29,36.2,16.5,22.5,73.3,11.8,35.3,47,27.3,15,7.8,5.5,4.3,23.5,21.3,8.5
Philadelphia 76ers,4,2,2,0.5,48,107.3,40.8,91.3,44.7,9.5,32.5,29.2,16.3,20.3,80.2,13.5,34,47.5,25.8,13.8,7.8,4,3.3,20.5,19.5,-4
San Antonio Spurs,2,2,0,1,48,112,42.5,90,47.2,8.5,23.5,36.2,18.5,24,77.1,11.5,33,44.5,22.5,10,11,6.5,3,15.5,19,14
Atlanta Hawks,4,1,3,0.25,48,113,40.5,85,47.6,13.8,34,40.4,18.3,22.5,81.1,8.8,29.3,38,23.5,14.3,6.3,4.5,4.3,18.8,21,-7.5
Boston Celtics,3,1,2,0.333,48,100,37.7,89.7,42,10,35.3,28.3,14.7,19.3,75.9,10.3,36.7,47,24.3,14.3,7.7,3.3,5.7,19.3,20.7,-3.7
Brooklyn Nets,4,1,3,0.25,48,114.5,41,84.8,48.4,15,38,39.5,17.5,23.3,75.3,7,31.5,38.5,26,13.8,7.3,2,3,21.8,20.3,-4.5
Denver Nuggets,2,1,1,0.5,48,117,44.5,86,51.7,14.5,31,46.8,13.5,16.5,81.8,10,33,43,28.5,15,5.5,2.5,3,17.5,17.5,2
Detroit Pistons,4,1,3,0.25,48,101.8,39.3,88,44.6,12,30.8,39,11.3,17.3,65.2,7.5,33.5,41,25.3,10.8,8.3,4.8,3,22.8,17,-14
Los Angeles Clippers,2,1,1,0.5,50.5,114.5,44.5,96,46.4,10.5,31.5,33.3,15,22,68.2,13,40.5,53.5,27,14.5,6.5,6.5,5.5,21,24,4.5
Los Angeles Lakers,2,1,1,0.5,48,119.5,47.5,95.5,49.7,11,32.5,33.8,13.5,17,79.4,15,35,50,31.5,15.5,8,3.5,5,19.5,17,2.5
Miami Heat,3,1,2,0.333,48,94.7,36.7,81.7,44.9,7.3,29.3,25,14,21.7,64.6,7.7,38.3,46,21.7,17,8.3,6.3,2.7,20.7,18.3,2
Milwaukee Bucks,4,1,3,0.25,48,113,43.3,83.8,51.6,10.8,31.3,34.4,15.8,18.8,84,8,26.5,34.5,26.3,15,9.5,5,4,22.3,16,-7
Minnesota Timberwolves,2,1,1,0.5,50.5,132.5,53,96.5,54.9,14.5,32,45.3,12,14.5,82.8,9.5,36,45.5,31.5,8.5,6.5,3,2.5,18,18,13
New Orleans Pelicans,2,1,1,0.5,48,112.5,46,92,50,12,29.5,40.7,8.5,11,77.3,8.5,35.5,44,29,11,7,3,2,19.5,16.5,8.5
Oklahoma City Thunder,2,1,1,0.5,48,130,49,95,51.6,12.5,32.5,38.5,19.5,29,67.2,17,34.5,51.5,30,12.5,7.5,2.5,3.5,21.5,23,8
Portland Trail Blazers,2,1,1,0.5,48,111.5,42.5,93,45.7,12.5,33.5,37.3,14,19,73.7,13,33.5,46.5,25.5,11,4.5,4,5.5,22,19,-4.5
Sacramento Kings,2,1,1,0.5,48,102,40,82.5,48.5,11,31,35.5,11,15.5,71,8,34.5,42.5,25,12.5,11.5,5.5,3.5,19.5,12.5,4
Toronto Raptors,3,1,2,0.333,48,122.7,47.3,96,49.3,14.7,36.7,40,13.3,16.7,80,12.3,35,47.3,30.3,9,4.7,4.3,4.7,23.7,17,8.3
Utah Jazz,2,1,1,0.5,48,102,37.5,81.5,46,13.5,32.5,41.5,13.5,17.5,77.1,8,32.5,40.5,24,11.5,10.5,5.5,3,19,17,-3
Washington Wizards,4,1,3,0.25,48,111.5,43.8,90.3,48.5,11,28,39.3,13,17.8,73.2,10.8,32.3,43,27,13,6.5,4.3,3.3,22,18,-3
Charlotte Hornets,3,0,3,0,48,103.7,38.7,85.3,45.3,7.3,25.3,28.9,19,26.3,72.2,9.7,35.7,45.3,22,11.7,4.3,3.3,4,17.3,22.3,-7.3
Chicago Bulls,4,0,4,0,48,106,41,86.5,47.4,13.5,33,40.9,10.5,13.5,77.8,8.5,32,40.5,28.3,12.3,4.8,3,3.3,19,13.8,-9.3
Dallas Mavericks,2,0,2,0,48,95.5,35.5,85.5,41.5,11.5,35.5,32.4,13,16,81.3,6.5,33.5,40,18,13,6,3,2,23,15,-9
Memphis Grizzlies,2,0,2,0,48,100,38,84,45.2,11,23.5,46.8,13,16,81.3,5.5,31,36.5,26.5,18,8,4,8,22,18.5,-14
Phoenix Suns,2,0,2,0,48,101,38,92.5,41.1,6.5,30,21.7,18.5,25,74,9,32.5,41.5,20.5,17.5,9.5,3,6.5,22,19.5,-23.5
