TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Golden State Warriors,4,4,0,1,48,121.8,49.3,90.8,54.3,12.5,29.3,42.7,10.8,14.8,72.9,7,37.5,44.5,30.8,13,8.8,9.8,3,17,16,22
Houston Rockets,4,4,0,1,48,117.8,37.3,84.3,44.2,15.3,41.5,36.7,28,34.5,81.2,9.8,36.8,46.5,21,12,9.3,5.5,3.8,16.8,22.8,13.8
Los Angeles Clippers,4,4,0,1,48,119.3,44.3,85.5,51.8,11,26.3,41.9,19.8,27.8,71.2,9.5,41.5,51,24.3,15,6.3,4.5,3.8,23.5,24.3,19.5
Portland Trail Blazers,4,4,0,1,48,115.5,42.3,92.8,45.6,12,28.8,41.7,19,24,79.2,12,38.3,50.3,21.3,12.3,7.3,6.8,7,20.3,21,16
San Antonio Spurs,4,4,0,1,48,112,42.8,88.8,48.2,11,25.8,42.7,15.5,22,70.5,11.8,38.5,50.3,21.5,13.5,8.8,5.5,2.8,18.8,20.8,20.5
Los Angeles Lakers,4,3,1,0.75,48,114.3,42.8,89.8,47.6,11,27.5,40,17.8,24,74,8.8,41.3,50,21,16.8,7,6.5,5.5,23,20.5,4.8
New Orleans Pelicans,3,3,0,1,48,120.7,44.3,93.7,47.3,11,31,35.5,21,27.3,76.8,11.7,38.3,50,29.3,14.7,8.7,6.3,5,20.7,23,17.3
Utah Jazz,4,3,1,0.75,48,110,41,89,46.1,10.8,31,34.7,17.3,24,71.9,11,39.5,50.5,25.3,12.5,8.3,6.8,5,19.3,25,15.3
Boston Celtics,2,2,0,1,48,109,39.5,83.5,47.3,14,30,46.7,16,18.5,86.5,7,30.5,37.5,28,10.5,9,4.5,3,17.5,18.5,6.5
Charlotte Hornets,2,2,0,1,48,118.5,42,91.5,45.9,11.5,35,32.9,23,28,82.1,10,32,42,24,10,11.5,5.5,3.5,17.5,25,6
Cleveland Cavaliers,2,2,0,1,48,124.5,45,91,49.5,12.5,32,39.1,22,27,81.5,10,39,49,24,17,10.5,6.5,3,19.5,22,23.5
Denver Nuggets,3,2,1,0.667,48,119,43.7,82.7,52.8,13,30.7,42.4,18.7,21.7,86.2,7,35.3,42.3,26,16.7,8.3,6.3,5.3,19.7,21,8.3
Detroit Pistons,2,2,0,1,48,123,47,93,50.5,14,32,43.8,15,18.5,81.1,8.5,38.5,47,26.5,13.5,11.5,10,6,19,17.5,25.5
Indiana Pacers,2,2,0,1,48,118,46.5,84,55.4,10,23.5,42.6,15,19.5,76.9,5.5,35,40.5,26,9,10,2,1.5,23,21,19
Miami Heat,2,2,0,1,48,125.5,45,86.5,52,12,33,36.4,23.5,29,81,13.5,38.5,52,27,12.5,8.5,5,2,19.5,24.5,16.5
Milwaukee Bucks,2,2,0,1,50.5,111,40,84,47.6,6.5,23,28.3,24.5,34,72.1,10.5,26.5,37,19.5,16.5,15,5.5,5.5,26,26,5
Minnesota Timberwolves,4,2,2,0.5,48,112.5,42.5,92,46.2,7,21,33.3,20.5,26.3,78.1,15.3,28,43.3,19.8,11.5,11,5.8,4.5,18.8,22,2.5
New York Knicks,2,2,0,1,48,113.5,43,86,50,8.5,25.5,33.3,19,23.5,80.9,9.5,39.5,49,24.5,14.5,6,8.5,3,22,24.5,17.5
Oklahoma City Thunder,3,2,1,0.667,48,113,42.7,87.3,48.9,10.7,31.3,34,17,25.7,66.2,10,36.3,46.3,22,13.7,6,9.7,7.3,19,23,7.3
Orlando Magic,2,2,0,1,48,116.5,40,83,48.2,12,29,41.4,24.5,35,70,10.5,38.5,49,29,19,8.5,6.5,3.5,19,25.5,11
Toronto Raptors,2,2,0,1,48,120.5,42,92,45.7,12,31,38.7,24.5,28.5,86,8,35.5,43.5,23,12.5,10,3.5,6.5,26.5,24,9.5
Atlanta Hawks,2,1,1,0.5,48,108,39.5,90.5,43.6,13.5,32,42.2,15.5,18.5,83.8,13,31.5,44.5,20.5,16,9,4,5,20,20.5,0
Brooklyn Nets,2,1,1,0.5,48,106,38.5,94.5,40.7,8.5,31.5,27,20.5,29.5,69.5,9,37,46,17.5,11.5,9.5,4,6,26,27.5,-1
Memphis Grizzlies,4,1,3,0.25,48,103.5,38.5,86.8,44.4,8,24.8,32.3,18.5,22.8,81.3,12,31.5,43.5,19.8,15,7.5,8.8,3.5,26.5,23.5,-0.3
Philadelphia 76ers,2,1,1,0.5,48,112,41,84,48.8,8.5,27,31.5,21.5,25,86,12,33.5,45.5,23.5,17.5,10,6.5,6.5,27,21.5,-0.5
Sacramento Kings,4,1,3,0.25,48,102.3,37.8,89.3,42.3,8.8,23.5,37.2,18,24.3,74.2,10.5,29.3,39.8,20.8,9.3,8.3,3,4.8,22.5,21,-2
Washington Wizards,2,1,1,0.5,48,112.5,41,86.5,47.4,9,25.5,35.3,21.5,27.5,78.2,11.5,30,41.5,22.5,11.5,5.5,4,5,25.5,22.5,2
Chicago Bulls,2,0,2,0,48,102,40,97.5,41,14,38,36.8,8,12,66.7,10.5,33.5,44,23.5,11,8,4,4,20.5,14,-6.5
Dallas Mavericks,3,0,3,0,48,92,33.7,91,37,9.7,35.3,27.4,15,21.7,69.2,13.7,30,43.7,19.7,11.7,9.7,3.3,5,18.3,23.3,-15.7
