TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Washington Wizards,4,3,1,0.75,51.8,113.3,42,92,45.7,11.3,28.5,39.5,18,24,75,13.5,37,50.5,28.8,17.8,8.8,4.3,4,22.5,20.8,3.8
Cleveland Cavaliers,3,2,1,0.667,48,103.7,38,85.3,44.5,9.7,28,34.5,18,21,85.7,7.7,38.7,46.3,19,14.3,5.3,5.7,3.3,20.7,19.3,3.7
Indiana Pacers,4,2,2,0.5,48,101.3,37.8,80.3,47,7.8,21.5,36,18,21.3,84.7,9.5,32,41.5,19.5,16.3,9,4.3,5.3,17.5,19.5,-0.8
Miami Heat,3,2,1,0.667,48,94.7,35.7,78.3,45.5,9,29,31,14.3,19,75.4,6.3,38.3,44.7,20,16.7,5,5.3,4.7,20.3,18.3,0.3
Milwaukee Bucks,4,2,2,0.5,48,100.8,37.8,77.5,48.7,8,21.8,36.8,17.3,22.3,77.5,5,32.8,37.8,21.3,14.3,6,3.5,3.8,20.5,19.5,-1.5
New Orleans Pelicans,2,2,0,1,50.5,112,43,91,47.3,6.5,22.5,28.9,19.5,25,78,9,40.5,49.5,30.5,14,10,5.5,3,13.5,22.5,11
Toronto Raptors,4,2,2,0.5,48,100,37.3,80.3,46.4,11.3,32,35.2,14.3,17.5,81.4,8,34.5,42.5,23.3,14.5,7.3,5.8,2.8,22.3,19,6.5
Atlanta Hawks,4,1,3,0.25,48,107,38.3,81.3,47.1,12,29,41.4,18.5,22,84.1,5,31,36,23,13.3,7,3.3,4.5,19.5,21,-4.3
Chicago Bulls,4,1,3,0.25,48,98.3,36.3,83.5,43.4,11.3,27.8,40.5,14.5,21.8,66.7,9.5,34.5,44,22.5,13.8,10.5,1.5,4.3,18,16.3,-6.3
Detroit Pistons,3,1,2,0.333,48,99,36.3,84.7,42.9,10.3,30.3,34.1,16,21,76.2,10.3,33.3,43.7,18.7,10.3,6.3,3.3,4.3,17.7,21,-4
Golden State Warriors,2,1,1,0.5,48,98.5,35.5,83,42.8,10,29.5,33.9,17.5,22.5,77.8,8.5,36.5,45,20.5,13.5,9,9.5,3.5,20.5,19,0
Houston Rockets,2,1,1,0.5,48,110.5,34.5,83.5,41.3,16.5,46,35.9,25,30.5,82,8.5,33,41.5,20,14,10,4,5.5,22,21.5,1
Los Angeles Clippers,2,1,1,0.5,48,115.5,39.5,83.5,47.3,8,25,32,28.5,36,79.2,8.5,33,41.5,26,14,5.5,5,5,18,29.5,-0.5
Los Angeles Lakers,2,1,1,0.5,48,102,38.5,88,43.8,6,25,24,19,29.5,64.4,13,36.5,49.5,17,15,7,5,5.5,23,22.5,-5
New York Knicks,4,1,3,0.25,48,94,36.3,86.8,41.8,4.5,17.5,25.7,17,23,73.9,11,35.3,46.3,17.3,14.8,7.5,3.3,4,19,20.3,-12.8
Orlando Magic,4,1,3,0.25,48,94.3,37.8,91.3,41.4,6.5,25.5,25.5,12.3,16,76.6,11.5,33.5,45,18.3,12.5,7.3,6,6.5,19.3,19,-8
Philadelphia 76ers,4,1,3,0.25,48,95.3,35.5,82.8,42.9,10.8,27.3,39.4,13.5,17.3,78.3,10,32.5,42.5,20.5,20,10,3.5,4.8,22.8,20.5,-5.8
San Antonio Spurs,2,1,1,0.5,48,99.5,37,84,44,10,26.5,37.7,15.5,22,70.5,13,30,43,20,12,7,3.5,3,14,22,-5.5
Utah Jazz,2,1,1,0.5,48,100.5,37,82.5,44.8,11,29,37.9,15.5,19.5,79.5,10.5,39.5,50,22,16,6.5,4,3.5,19,18,4.5
Brooklyn Nets,4,0,4,0,48,97.3,36.3,91.3,39.7,10.5,35.5,29.6,14.3,18.3,78.1,10.5,36.3,46.8,22.3,15,5.3,6,7.5,17.3,16.8,-6.3
Charlotte Hornets,3,0,3,0,48,94.7,35,86,40.7,7.3,24,30.6,17.3,28,61.9,11.7,32.3,44,19.7,11,6,5.3,5.3,16.3,22,-14
Dallas Mavericks,2,0,2,0,50.5,96,36.5,91,40.1,8,30.5,26.2,15,18.5,81.1,7,38,45,18.5,11,7,4,6,17,19.5,-7.5
Denver Nuggets,2,0,2,0,48,114,43.5,92,47.3,9.5,30.5,31.1,17.5,23.5,74.5,17.5,30,47.5,26.5,13.5,6,3.5,6.5,17,19.5,-3.5
Memphis Grizzlies,2,0,2,0,48,95.5,33,78.5,42,9.5,28.5,33.3,20,24.5,81.6,7.5,31.5,39,22.5,12,6,2.5,5.5,20.5,21,-10
Minnesota Timberwolves,2,0,2,0,48,96.5,36,85,42.4,9.5,27,35.2,15,20.5,73.2,11,34,45,19.5,12.5,4.5,4,3,18.5,19.5,-7.5
Oklahoma City Thunder,2,0,2,0,48,96.5,35,86,40.7,11.5,31,37.1,15,21.5,69.8,9.5,36.5,46,19.5,12.5,5,6.5,3.5,19,19,-4
Phoenix Suns,2,0,2,0,48,102.5,42,91,46.2,9.5,29.5,32.2,9,15,60,13.5,33.5,47,21,14.5,8,3,4.5,18.5,17.5,-6.5
Portland Trail Blazers,2,0,2,0,48,98,38,91,41.8,10.5,32,32.8,11.5,14.5,79.3,10.5,34,44.5,18.5,8,6,7,5,18.5,17,-3
Sacramento Kings,2,0,2,0,48,89.5,36.5,81.5,44.8,6.5,23,28.3,10,11,90.9,7,23,30,21,14.5,8.5,3,2.5,17,15,-19
