TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Portland Trail Blazers,4,4,0,1,48,109,40.3,83.3,48.3,9.3,27.5,33.6,19.3,24,80.2,11.8,33.8,45.5,19.8,17,7.5,6,4.3,20,21,6.5
Denver Nuggets,4,3,1,0.75,49.3,112.3,43.5,89.8,48.5,11.5,33,34.8,13.8,18,76.4,10.8,37,47.8,26.8,14.3,5.5,6.3,5,18.5,19,2.8
Minnesota Timberwolves,4,3,1,0.75,48,111.3,40.8,82,49.7,9.3,22.8,40.7,20.5,26.5,77.4,11,29,40,24,16.8,7,4.5,6,20,24.3,4.3
Boston Celtics,2,2,0,1,48,100.5,36,85.5,42.1,13,32,40.6,15.5,20,77.5,11,39.5,50.5,22.5,15,6,3.5,6.5,19,19,4
Dallas Mavericks,4,2,2,0.5,49.3,105.5,41,85.5,48,13.5,35.5,38,10,14.5,69,8.8,30.3,39,24.8,15.5,9,3.8,2.8,19.5,20.5,1.3
Golden State Warriors,4,2,2,0.5,48,104.8,38.3,82,46.6,10.8,31.5,34.1,17.5,21.5,81.4,8.8,35.8,44.5,28,19,8.8,6.8,3.5,22.5,21.5,-0.3
Los Angeles Lakers,4,2,2,0.5,48,100,40,88.8,45.1,11,30,36.7,9,12.5,72,10.8,30.8,41.5,25.3,15.5,6.3,4.8,5.3,16,15,-8
New Orleans Pelicans,3,2,1,0.667,48,110.7,41.7,84.3,49.4,10.3,27,38.3,17,22.7,75,6.3,38.3,44.7,28,18.7,10.3,2.7,3.7,20.7,21.7,5.3
San Antonio Spurs,4,2,2,0.5,48,97,34.8,80,43.4,11.3,28.5,39.5,16.3,22,73.9,10,33.5,43.5,21.3,15.8,9,6.3,3,20.5,19.3,-1.5
Brooklyn Nets,2,1,1,0.5,48,104,36,79.5,45.3,13.5,37.5,36,18.5,27.5,67.3,7.5,39.5,47,25.5,15,2,6,3.5,23,21.5,2
Charlotte Hornets,2,1,1,0.5,48,103.5,38,82,46.3,11,26.5,41.5,16.5,23.5,70.2,9,36.5,45.5,19,14.5,5,5.5,5.5,17.5,20.5,1.5
Cleveland Cavaliers,2,1,1,0.5,48,122,45.5,88.5,51.4,13,36.5,35.6,18,24.5,73.5,6.5,28,34.5,28,11,6.5,3.5,2.5,23,21.5,-8
Detroit Pistons,2,1,1,0.5,48,103.5,39,84,46.4,13,35,37.1,12.5,16.5,75.8,10.5,32.5,43,23,18.5,5,4,4,18.5,16,-6
Houston Rockets,3,1,2,0.333,48,110.3,36.3,76.3,47.6,14.3,35.7,40.2,23.3,29.3,79.5,8.3,30.3,38.7,23.7,17.7,9.7,5.3,6.3,21.3,22.7,-0.3
Milwaukee Bucks,2,1,1,0.5,48,94,36,81,44.4,9,30,30,13,19.5,66.7,8,29,37,25,12,8.5,5.5,4,22.5,19.5,-8.5
New York Knicks,2,1,1,0.5,48,97.5,35,74,47.3,10.5,23.5,44.7,17,22.5,75.6,8.5,29.5,38,20,21,8.5,3.5,7,22.5,22,-3
Orlando Magic,2,1,1,0.5,48,113,42,80,52.5,12.5,29.5,42.4,16.5,23.5,70.2,5,31,36,25.5,15,12,6.5,5.5,20.5,16.5,3
Phoenix Suns,3,1,2,0.333,48,105.7,38.7,92,42,12.3,33.7,36.6,16,19.7,81.4,10.7,32.7,43.3,21.7,13,6.7,7.3,9.7,23,19,-7.3
Sacramento Kings,4,1,3,0.25,48,97.5,37.5,86.8,43.2,10,28.5,35.1,12.5,17,73.5,8.5,35.8,44.3,21.8,14.3,8.3,3.8,5.3,23.5,16.8,-1.8
Utah Jazz,4,1,3,0.25,48,89.5,32.8,75.3,43.5,8.3,29.8,27.7,15.8,20.5,76.8,8.3,29.8,38,17.3,17.5,9,3.5,5,17.5,19,-9.8
Washington Wizards,2,1,1,0.5,48,107,38,87.5,43.4,11.5,30,38.3,19.5,22.5,86.7,9.5,31.5,41,26,17.5,9,4.5,7,26.5,19.5,-1.5
Atlanta Hawks,2,0,2,0,48,112,40.5,86,47.1,14,31.5,44.4,17,20.5,82.9,10,27,37,27,16,8.5,4,8,24.5,19.5,-7.5
Chicago Bulls,2,0,2,0,48,74,24,76.5,31.4,10.5,33,31.8,15.5,20,77.5,9,33.5,42.5,16,18.5,8,3.5,5,21.5,18,-22.5
Indiana Pacers,2,0,2,0,48,95.5,34,86,39.5,10.5,30,35,17,20.5,82.9,12.5,29,41.5,15.5,16.5,12,4.5,7,22,19.5,-11.5
Los Angeles Clippers,3,0,3,0,48,113.7,42,90,46.7,10.7,28.7,37.2,19,25.3,75,15.7,30.7,46.3,21,17.3,6.3,2.3,7.7,21,24,-9
Memphis Grizzlies,4,0,4,0,49.3,107.5,39.8,86.8,45.8,11.5,29.8,38.7,16.5,20,82.5,10,34,44,23.8,14,6,3.5,4.3,27.3,21.5,-10
Miami Heat,2,0,2,0,48,96,37,87,42.5,9,26,34.6,13,17,76.5,8,34,42,21.5,13.5,5,2.5,2.5,24.5,19,-14
Philadelphia 76ers,2,0,2,0,55.5,114.5,41,88,46.6,12,37.5,32,20.5,25.5,80.4,9.5,35.5,45,27,19,10,4.5,4,23,23,-6
Toronto Raptors,2,0,2,0,48,116,41,83,49.4,13,34,38.2,21,24.5,85.7,7.5,25,32.5,27.5,15,7,2.5,4.5,27,25,-12
