TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Minnesota Timberwolves,4,4,0,1,48,114.5,45,87.3,51.6,8.5,21,40.5,16,20,80,11.5,35.5,47,24.3,16.3,10.5,3,5,17,17.8,13.3
Golden State Warriors,4,3,1,0.75,48,120.8,45,90.5,49.7,14.8,34.8,42.4,16,21.3,75.3,8.5,35.3,43.8,31.5,15.5,8.5,4.8,5.8,21.3,21.3,6.8
Houston Rockets,4,3,1,0.75,48,116,42,88,47.7,15.5,42.3,36.7,16.5,21.5,76.7,6,35.3,41.3,23.3,13,10,6,5.3,18.5,19.5,8.5
Utah Jazz,4,3,1,0.75,48,115.3,43,88.5,48.6,11.3,28.8,39.1,18,21,85.7,10,35.5,45.5,25.3,13.5,7.3,3,7.3,18.5,19.5,9.3
Denver Nuggets,3,2,1,0.667,49.7,125.7,47.7,94.3,50.5,16.7,35.3,47.2,13.7,19,71.9,11.3,34,45.3,29.7,13,8,4,4.3,17.7,17.7,9.7
Memphis Grizzlies,4,2,2,0.5,48,101.8,37.5,88.8,42.3,9.8,28.8,33.9,17,22.8,74.7,12.5,31.5,44,20.3,14.3,6.8,3.8,7.8,25.8,22.8,-5
Portland Trail Blazers,4,2,2,0.5,48,109.8,42.3,99.8,42.4,10.8,34.5,31.2,14.5,17,85.3,14.5,33.8,48.3,20.3,10.8,9.3,5.8,6.5,19.5,19.3,0.3
Sacramento Kings,4,2,2,0.5,49.3,109.3,42.5,92,46.2,9.8,26,37.5,14.5,17.5,82.9,11,31,42,22,14,7.5,3.8,5.3,18.8,19.5,-0.8
Toronto Raptors,2,2,0,1,48,123.5,45,87,51.7,16,38,42.1,17.5,21.5,81.4,8,34.5,42.5,27,16.5,8,5,3.5,22,20.5,6.5
Washington Wizards,2,2,0,1,48,116,46,94,48.9,11.5,30.5,37.7,12.5,17,73.5,10,36.5,46.5,31.5,14,9,3.5,5.5,23.5,17,14.5
Atlanta Hawks,2,1,1,0.5,48,99.5,38.5,88,43.8,13.5,38,35.5,9,11,81.8,11,28.5,39.5,28.5,13.5,9.5,2,5.5,20,16.5,0
Cleveland Cavaliers,2,1,1,0.5,48,104,39.5,84,47,11,28,39.3,14,19,73.7,7,34,41,20.5,14,7,2,3,16.5,19.5,-8.5
Dallas Mavericks,4,1,3,0.25,48,109,40.8,87.8,46.4,12.8,32.8,38.9,14.8,19,77.6,8.3,35,43.3,24,13.3,4.5,3.8,4,20.3,18.3,-6
Los Angeles Clippers,4,1,3,0.25,48,107.8,42.8,94.8,45.1,7,24.5,28.6,15.3,22.5,67.8,11.5,39.8,51.3,24.8,13.3,7.5,3.3,8,19.8,19.3,-4.3
New York Knicks,2,1,1,0.5,50.5,111.5,43.5,95.5,45.5,8.5,26.5,32.1,16,19.5,82.1,9.5,38,47.5,26,15.5,9,7,6,25.5,18,-1.5
Oklahoma City Thunder,3,1,2,0.333,48,105.3,38.7,93.7,41.3,9.7,34,28.4,18.3,23.7,77.5,12.7,35,47.7,23.3,16,11,3.7,2.7,21.7,20.7,-5.3
Orlando Magic,2,1,1,0.5,48,106,39.5,85,46.5,10,27,37,17,23.5,72.3,8,33.5,41.5,21.5,15.5,8.5,1.5,3.5,19,23.5,1
Philadelphia 76ers,2,1,1,0.5,48,112,41.5,94.5,43.9,11.5,31.5,36.5,17.5,19.5,89.7,15,37.5,52.5,26,16.5,7.5,4,7.5,22.5,16.5,5.5
San Antonio Spurs,4,1,3,0.25,48,100.5,39.3,94.5,41.5,7.5,25,30,14.5,16.8,86.6,12,32,44,20.8,13.8,9,6.5,4.3,17.3,18.3,-10.3
Boston Celtics,2,0,2,0,50.5,101,37.5,94,39.9,14,38,36.8,12,18,66.7,10.5,38,48.5,22,16,7.5,3,5.5,22.5,13.5,-11
Brooklyn Nets,2,0,2,0,53,120.5,42,102,41.2,20,48.5,41.2,16.5,18,91.7,14,37.5,51.5,28,17,9,3,9.5,24,16.5,-12.5
Charlotte Hornets,2,0,2,0,48,105.5,40.5,89,45.5,6.5,23.5,27.7,18,26.5,67.9,9,38,47,19,14,6.5,7.5,8.5,18,17.5,-4.5
Chicago Bulls,2,0,2,0,55.5,109,40,95.5,41.9,9.5,36.5,26,19.5,23,84.8,11,45,56,27,21.5,9,5.5,3.5,25.5,18.5,-5
Detroit Pistons,2,0,2,0,48,106,38,94,40.4,8.5,31,27.4,21.5,27,79.6,13,33.5,46.5,20,13,5,3.5,8,18.5,21.5,-9
Indiana Pacers,2,0,2,0,48,102,39,93,41.9,8,23,34.8,16,18,88.9,13,31.5,44.5,17,13,8.5,4.5,8,21,18.5,-4.5
Los Angeles Lakers,3,0,3,0,48,118,44.3,89,49.8,12,29.3,40.9,17.3,22,78.8,7.7,30.7,38.3,24,17.7,5.3,4,5.3,21.7,19.7,-10.7
Miami Heat,2,0,2,0,50.5,108.5,43,96.5,44.6,8,25,32,14.5,20.5,70.7,13,35,48,22,13.5,8,4,11.5,21,19,-8
Milwaukee Bucks,2,0,2,0,50.5,114.5,44,95.5,46.1,7.5,26,28.8,19,24,79.2,12,29,41,22,12,12,4,7.5,16,20,-4.5
Phoenix Suns,3,0,3,0,48,103.3,38.7,95,40.7,6,25.7,23.4,20,25.3,78.9,13.7,35.3,49,18.3,15,8.7,5,6.3,23,20.7,-17.3
