TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Los Angeles Clippers,4,4,0,1,48,116.5,42.8,81.8,52.3,11.8,30.3,38.8,19.3,24,80.2,7,34,41,27.8,16.3,9.5,5.8,5.5,16.8,21.3,14
San Antonio Spurs,4,4,0,1,48,106.5,41.8,87.5,47.7,9.8,25.3,38.6,13.3,17.5,75.7,9.8,34.8,44.5,25.8,8.3,6,3.3,2,12.5,18.8,11
Denver Nuggets,4,3,1,0.75,48,109.5,41,84,48.8,13.3,33.3,39.8,14.3,20.5,69.5,12,39,51,25.3,16,4.3,3.8,3.5,16.5,20.8,12.8
Minnesota Timberwolves,3,3,0,1,48,116,40.7,77.3,52.6,8.7,20.3,42.6,26,29.3,88.6,8,31.7,39.7,26.7,13,11,6,2.3,16.7,22.3,15.3
Oklahoma City Thunder,4,3,1,0.75,48,99.3,35.3,85.5,41.2,12.3,34.5,35.5,16.5,23.5,70.2,10.5,38.3,48.8,20.5,14.8,9.3,5.3,3.8,16.8,23.5,1.8
Phoenix Suns,4,3,1,0.75,48,104.3,38.8,82.3,47.1,9,27.3,33,17.8,24.5,72.4,10.3,37,47.3,21.5,14.5,5.5,4.8,3,21,22.5,2
Portland Trail Blazers,4,3,1,0.75,48,104.5,38.8,80.8,48,11.8,28.8,40.9,15.3,18,84.7,8.8,36.3,45,19.3,16.3,8.5,3.8,4,19.5,19.3,10.8
Utah Jazz,3,3,0,1,48,107,37.7,79,47.7,9.7,28.3,34.1,22,29,75.9,8.3,34.7,43,22.3,13,10.7,6.3,5.3,17.3,25,9.3
Boston Celtics,2,2,0,1,48,108.5,40,77,51.9,14.5,31.5,46,14,18,77.8,9.5,34,43.5,26.5,17,9.5,2.5,3,15,17,19
Charlotte Hornets,2,2,0,1,48,121.5,44.5,87.5,50.9,15.5,36,43.1,17,21.5,79.1,8,31,39,23.5,10,5.5,6.5,2.5,14,20.5,12.5
Dallas Mavericks,4,2,2,0.5,48,101.5,36.5,80.3,45.5,13.3,38.5,34.4,15.3,20.8,73.5,6,32,38,25.3,12,6.8,5,4,14.3,20,0.8
Detroit Pistons,2,2,0,1,48,107,38.5,79,48.7,13.5,26.5,50.9,16.5,22,75,7,32.5,39.5,22.5,12,8,4,2,15,22,12.5
Golden State Warriors,4,2,2,0.5,48,107.5,39.8,81,49.1,13.5,30.5,44.3,14.5,19,76.3,7.8,34.5,42.3,26.3,15.8,9,5.3,4.8,18.3,17,5.5
Houston Rockets,3,2,1,0.667,48,96,32.3,82.7,39.1,13,46.7,27.9,18.3,21,87.3,9,35,44,16.3,14.7,6.3,4.7,4,17.3,18,0.3
Indiana Pacers,2,2,0,1,48,103.5,38,82.5,46.1,10,27.5,36.4,17.5,21,83.3,10.5,33,43.5,24,12.5,8.5,5.5,3.5,17,21,10.5
Los Angeles Lakers,4,2,2,0.5,48,99.3,36.8,80.3,45.8,12.8,33.5,38.1,13,20.3,64.2,8.8,35.8,44.5,25.3,17.5,7.5,5,4.5,18.8,20,1.5
Memphis Grizzlies,3,2,1,0.667,48,104.3,39,82.7,47.2,10,29.3,34.1,16.3,21.7,75.4,10.7,33,43.7,22,14.7,10,6.7,3.3,16.7,20.7,11.7
Milwaukee Bucks,2,2,0,1,48,110.5,38,70,54.3,7.5,20.5,36.6,27,36.5,74,5,32,37,23.5,13.5,11,5.5,1.5,20,24.5,15
New Orleans Pelicans,4,2,2,0.5,49.3,110,42.3,83.8,50.4,10.8,27.8,38.7,14.8,18.3,80.8,6,33.5,39.5,23.3,15.8,6.3,5.3,3.8,19.5,18.8,0.8
Toronto Raptors,2,2,0,1,48,105,37.5,86,43.6,12,33.5,35.8,18,23.5,76.6,12,33,45,21,12.5,8,5.5,7.5,15,18,15
Washington Wizards,2,2,0,1,48,110,42,85.5,49.1,14,34,41.2,12,16,75,11.5,38,49.5,29,14,8,2,3,19.5,17.5,22.5
Atlanta Hawks,2,1,1,0.5,48,108,41.5,81.5,50.9,14,34,41.2,11,17,64.7,7.5,39,46.5,29.5,16.5,8,4,5.5,16.5,18.5,15.5
Cleveland Cavaliers,2,1,1,0.5,48,98,34.5,76,45.4,13,35,37.1,16,23,69.6,7,33,40,23.5,13.5,7,3.5,5.5,12.5,19.5,-4
New York Knicks,2,1,1,0.5,48,108.5,43.5,89,48.9,9,24,37.5,12.5,16.5,75.8,11.5,32.5,44,25,12,7,6.5,4.5,20.5,18,12
Brooklyn Nets,2,0,2,0,50.5,105,36,89,40.4,16,44,36.4,17,20,85,15,29.5,44.5,21,16.5,7.5,5.5,5,16.5,16,-5
Chicago Bulls,2,0,2,0,48,102,37,85,43.5,13.5,36,37.5,14.5,18.5,78.4,8.5,33.5,42,25,10.5,7,1.5,7.5,18.5,16,-3.5
Miami Heat,2,0,2,0,50.5,103.5,36,90.5,39.8,15,38.5,39,16.5,19.5,84.6,11,38.5,49.5,22.5,16,6.5,3,6.5,21,21,-2.5
Orlando Magic,2,0,2,0,48,93.5,34.5,80.5,42.9,10,30,33.3,14.5,17.5,82.9,8,29,37,20,15.5,8,4,7,17,18,-6
Philadelphia 76ers,2,0,2,0,48,101.5,35.5,84,42.3,12.5,36,34.7,18,25.5,70.6,13,41.5,54.5,22,18.5,6.5,5.5,5.5,23.5,19.5,-3.5
