TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Atlanta Hawks,4,4,0,1,48,107.5,42.3,87.8,48.1,8.5,22.5,37.8,14.5,21.5,67.4,11.8,36.5,48.3,26.3,14.8,9,5.3,4.5,15.3,19.5,19.3
Cleveland Cavaliers,3,3,0,1,48,112,41.7,92.7,45,13,35.7,36.4,15.7,20.7,75.8,12.7,35.3,48,24,11.7,7.7,4,5.3,15,22.7,7.3
Golden State Warriors,2,2,0,1,48,112.5,36,88.5,40.7,10,30.5,32.8,30.5,37,82.4,14.5,29.5,44,27.5,16,13,7.5,6.5,21,25.5,6.5
Houston Rockets,2,2,0,1,48,119,43,86,50,14.5,35.5,40.8,18.5,22.5,82.2,11,37,48,22.5,21.5,8,7,6.5,24,21,16
Memphis Grizzlies,2,2,0,1,53,100,35.5,92.5,38.4,6,23,26.1,23,29.5,78,10.5,39,49.5,21,14,10.5,7,8.5,26.5,29.5,5
Oklahoma City Thunder,2,2,0,1,48,112.5,43.5,91,47.8,5,19,26.3,20.5,28,73.2,15.5,38,53.5,22.5,13,7,5.5,7,20,22.5,15.5
San Antonio Spurs,2,2,0,1,48,106.5,38.5,81.5,47.2,8.5,21.5,39.5,21,26,80.8,10,43.5,53.5,25,17,7.5,7.5,3.5,21,21,12
Utah Jazz,2,2,0,1,48,104.5,39,79,49.4,13,22.5,57.8,13.5,24,56.3,9.5,34.5,44,20.5,12.5,9.5,8.5,1.5,16.5,17.5,21
Boston Celtics,4,3,1,0.75,48,108,36.3,81.8,44.3,11.5,30.8,37.4,24,29.8,80.7,8,31.8,39.8,24.5,17.8,8,5.8,6.5,19,23,1.8
Chicago Bulls,4,3,1,0.75,48,108.8,40.3,90.3,44.6,8,21,38.1,20.3,25.5,79.4,11.5,37.5,49,25.5,14.5,8.5,5.3,5.8,15.5,21,7.8
Indiana Pacers,4,3,1,0.75,50.5,113.5,43.8,88,49.7,6.5,17.8,36.6,19.5,23.3,83.9,9.3,35.3,44.5,23.5,13.8,10.3,4.5,4.5,20.3,21,6.3
Orlando Magic,4,3,1,0.75,49.3,107.8,38.8,87.3,44.4,8.3,23.8,34.7,22,28.3,77.9,10,37,47,24.8,15.3,7.3,5.3,6.5,19.3,22.8,5.3
Toronto Raptors,4,3,1,0.75,48,111.8,40.8,83.8,48.7,8.8,22.8,38.5,21.5,27.3,78.9,11.3,29,40.3,21.3,12.3,10.5,5.5,5,19.3,22.3,9.8
Detroit Pistons,3,2,1,0.667,48,109.3,44,92,47.8,6.7,21.3,31.3,14.7,17.3,84.6,13,33,46,21,12,11.3,5.3,2,15.3,16,9.7
Dallas Mavericks,2,1,1,0.5,48,93.5,35,86.5,40.5,7.5,24.5,30.6,16,22.5,71.1,10,32.5,42.5,21.5,12,8,4,4,19.5,21,-12
Denver Nuggets,2,1,1,0.5,48,114,37,80,46.3,10.5,27,38.9,29.5,37.5,78.7,10.5,34.5,45,23,15,9,4.5,7.5,23,29,3
Los Angeles Clippers,2,1,1,0.5,48,111,36.5,76,48,13,29.5,44.1,25,35,71.4,9.5,34,43.5,21,16,8.5,2,4,17.5,25,0.5
Los Angeles Lakers,2,1,1,0.5,48,108,40,83.5,47.9,6.5,25,26,21.5,25,86,7.5,35.5,43,21.5,17.5,10,7,4,21,20.5,4.5
Miami Heat,4,2,2,0.5,48,113.3,42.5,86.3,49.3,9.8,26.8,36.4,18.5,25,74,12.5,35,47.5,21,17.3,6.5,6.8,4.5,22.8,22.3,8.8
Milwaukee Bucks,4,2,2,0.5,48,103.8,40,85.5,46.8,8,25.5,31.4,15.8,21.3,74.1,10,29.8,39.8,23.8,15.5,9,5,4.3,20.5,20,2
Minnesota Timberwolves,2,1,1,0.5,48,100.5,38,83,45.8,6.5,24.5,26.5,18,20,90,11.5,36,47.5,19,15.5,7,7,4.5,21.5,19,11
New Orleans Pelicans,2,1,1,0.5,48,98,36.5,88.5,41.2,8.5,21,40.5,16.5,24,68.8,13.5,38,51.5,23,12,2.5,2.5,8,16.5,20,2
New York Knicks,4,2,2,0.5,48,105.8,39.8,86,46.2,6.5,21.5,30.2,19.8,24.5,80.6,11,31,42,18,14.5,7,6.3,4.8,20.5,19.8,-0.5
Phoenix Suns,2,1,1,0.5,48,114,40.5,85.5,47.4,9,23.5,38.3,24,35.5,67.6,11.5,32,43.5,21.5,17.5,9,6.5,7.5,21.5,27,-4
Portland Trail Blazers,2,1,1,0.5,50.5,103,36.5,88.5,41.2,6,20,30,24,30.5,78.7,14,36.5,50.5,20.5,16,8,9,5.5,21,25,2.5
Sacramento Kings,2,1,1,0.5,48,110.5,40,80.5,49.7,10,27,37,20.5,25,82,11,26.5,37.5,27.5,20,9,3.5,3.5,23.5,20.5,-0.5
Charlotte Hornets,3,1,2,0.333,48,100.3,33.7,80.7,41.7,10,29.3,34.1,23,28,82.1,9.3,30,39.3,18.3,16.3,10.3,3.3,5.3,17.7,24,0.3
Washington Wizards,3,1,2,0.333,48,107.7,40,90.7,44.1,7,21.3,32.8,20.7,27.7,74.7,11.7,32.7,44.3,18.3,13,8.3,3,3.3,23,23.7,0.3
Brooklyn Nets,4,1,3,0.25,48,111,39.5,82,48.2,11.8,31,37.9,20.3,26.3,77.1,6.3,36,42.3,26.3,17.3,8.5,5.8,5.8,20,20,1.8
