TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Golden State Warriors,2,2,0,1,48,123,46.5,83,56,13,28,46.4,17,21,81,5,34,39,37,20.5,11.5,3,3.5,17.5,20.5,13
Indiana Pacers,4,4,0,1,48,111.5,42.8,84,50.9,8.3,20.5,40.2,17.8,22.3,79.8,7.8,35.3,43,23.8,7.8,6.8,4,4,14.8,17,14.5
Sacramento Kings,2,2,0,1,48,104.5,36,77.5,46.5,11,22,50,21.5,27.5,78.2,11,33,44,23,15.5,8,3,5,16,22.5,5.5
San Antonio Spurs,2,2,0,1,48,99.5,38.5,81.5,47.2,9,19.5,46.2,13.5,17,79.4,10.5,38,48.5,25.5,14,6,3.5,3.5,15.5,14.5,10.5
Utah Jazz,2,2,0,1,48,103.5,39.5,78.5,50.3,14.5,29.5,49.2,10,14.5,69,6.5,38.5,45,25,15,8,5.5,4,14.5,17,23.5
Boston Celtics,4,3,1,0.75,48,106.3,35.8,85,42.1,13,35,37.1,21.8,25,87,8.3,35.5,43.8,23.3,10,6,4,5.8,18.5,19.8,1.3
Milwaukee Bucks,4,3,1,0.75,49.3,103,39.3,83.5,47,8.8,24,36.5,15.8,20,78.8,6.8,33,39.8,27.3,10.5,8.3,3.5,2.5,16.3,17.8,6.5
Orlando Magic,4,3,1,0.75,48,102,41,88,46.6,10,25,40,10,14,71.4,7.5,37.8,45.3,26.5,10.5,6.8,5.5,3.3,15.8,13.8,3
Toronto Raptors,4,3,1,0.75,48,100.5,37.5,81.5,46,7.5,22.8,33,18,22.3,80.9,8.8,35.8,44.5,20.8,11.8,6,2.3,3.5,18.8,20,8
Brooklyn Nets,3,2,1,0.667,48,98.7,38,85.3,44.5,11,29,37.9,11.7,16,72.9,8,37.7,45.7,22,14.3,5,4.3,7,17.3,15.3,3
Washington Wizards,3,2,1,0.667,48,113,41.7,83.7,49.8,9,23.3,38.6,20.7,25.3,81.6,8.3,35.3,43.7,26.7,11.3,8.7,3,2.3,19.3,21.3,5.7
Chicago Bulls,4,2,2,0.5,48,104,40.8,80,50.9,7.3,20.5,35.4,15.3,19.8,77.2,8,33,41,26.5,12,7.5,4.8,3,18.3,16.8,7
Cleveland Cavaliers,4,2,2,0.5,48,105.8,38.8,80.8,48,13,30.5,42.6,15.3,19.8,77.2,6.5,39,45.5,24.5,13.5,5,3.8,2.5,18,17,8.5
Houston Rockets,2,1,1,0.5,48,104,35.5,82.5,43,13,41,31.7,20,27.5,72.7,10.5,37,47.5,23.5,16,3.5,6,2,17.5,18.5,-1
Los Angeles Clippers,2,1,1,0.5,48,105.5,38,74.5,51,10,23,43.5,19.5,24,81.3,4,35.5,39.5,27,13,6,6,1,18,20.5,10.5
Memphis Grizzlies,2,1,1,0.5,48,94,35.5,78.5,45.2,10.5,25.5,41.2,12.5,16,78.1,6.5,27.5,34,24,12,10.5,3.5,2.5,21,15,-0.5
Miami Heat,4,2,2,0.5,48,98.8,35,77.8,45,10,25.3,39.6,18.8,24.8,75.8,7.5,30.8,38.3,20,12.5,5.5,4.5,5,20.3,19,-4.5
New Orleans Pelicans,2,1,1,0.5,48,103.5,40,80,50,7,23,30.4,16.5,18.5,89.2,5.5,38.5,44,19.5,14.5,6,4.5,1.5,15,15,1.5
New York Knicks,4,2,2,0.5,48,98.8,39.5,86.3,45.8,9,24.5,36.7,10.8,14.5,74.1,9.8,34.3,44,23.5,13,7.8,7.5,3.8,16.3,15.3,-4
Oklahoma City Thunder,2,1,1,0.5,48,97,37.5,85.5,43.9,6.5,25,26,15.5,24,64.6,11.5,35.5,47,19.5,13,3.5,4.5,5,18.5,17,1
Phoenix Suns,2,1,1,0.5,48,101,36.5,91.5,39.9,7,22,31.8,21,30,70,10.5,37.5,48,18,11,8.5,5,4.5,20.5,22.5,-5
Atlanta Hawks,3,1,2,0.333,48,95,33.7,84.7,39.8,6.7,25,26.7,21,27.3,76.8,8.7,27.3,36,24.3,11.7,5.7,2.7,3.3,18,22.7,-17.3
Philadelphia 76ers,3,1,2,0.333,48,99.7,39,80.3,48.5,8.7,26.3,32.9,13,17.3,75,7.3,32.3,39.7,24.3,17.7,8,2,5.3,16,15.3,-9.7
Charlotte Hornets,4,1,3,0.25,49.3,99.5,34,87.3,39,8,26,30.8,23.5,27.5,85.5,5.8,41.8,47.5,18.3,8,5.8,4.8,5,16.3,19.3,-5
Dallas Mavericks,2,0,2,0,48,88,33.5,85,39.4,9,31,29,12,13.5,88.9,5.5,29,34.5,20.5,9,11.5,2.5,3,21.5,17.5,-8.5
Denver Nuggets,2,0,2,0,48,90.5,33.5,89,37.6,8,25,32,15.5,19.5,79.5,15,30,45,15,16,7,3,5,14.5,16,-14
Los Angeles Lakers,2,0,2,0,48,99.5,36.5,84.5,43.2,6,24.5,24.5,20.5,25,82,8,37.5,45.5,20,18,4.5,3.5,6,19.5,18,-12
Minnesota Timberwolves,2,0,2,0,48,99,40.5,83.5,48.5,4,16.5,24.2,14,19.5,71.8,9,29.5,38.5,22,12.5,4.5,4,2.5,17.5,18.5,-17.5
Portland Trail Blazers,2,0,2,0,55.5,118.5,47.5,91,52.2,12.5,30,41.7,11,17,64.7,7.5,38.5,46,30.5,21.5,5,5,2.5,18,17.5,-4
