TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
Cleveland Cavaliers,4,4,0,1,48,118.3,42.8,86.3,49.6,16.5,38.3,43.1,16.3,20.8,78.3,10.3,37.3,47.5,25.8,14.3,7.8,4.8,5.8,18.8,20.8,20.8
Denver Nuggets,2,2,0,1,48,129,52,92.5,56.2,13,29.5,44.1,12,19.5,61.5,13.5,29,42.5,28,12.5,6,6,4.5,19,20.5,10.5
Golden State Warriors,2,2,0,1,48,107.5,42.5,92,46.2,11,33.5,32.8,11.5,15.5,74.2,13,33,46,31,12.5,9,6.5,5.5,17.5,15,10
Houston Rockets,2,2,0,1,48,123.5,42,90.5,46.4,18,47.5,37.9,21.5,28,76.8,14.5,35.5,50,27.5,16.5,7.5,5,4.5,20.5,21,13
Los Angeles Clippers,2,2,0,1,48,116.5,44,89.5,49.2,10,28,35.7,18.5,26,71.2,11.5,33.5,45,23.5,10.5,8,3.5,3,19.5,20.5,6.5
New Orleans Pelicans,2,2,0,1,48,107,39.5,84.5,46.7,12,28,42.9,16,18,88.9,5,35.5,40.5,23,12,7.5,6,5,13,18,13
Oklahoma City Thunder,2,2,0,1,48,114,43.5,90,48.3,10,22.5,44.4,17,24.5,69.4,14.5,36,50.5,23,13,7,5.5,11.5,17.5,18.5,10
Phoenix Suns,2,2,0,1,50.5,110,37.5,89,42.1,9,27,33.3,26,30,86.7,15,37.5,52.5,14,15.5,9,5.5,3.5,23,23.5,2
Toronto Raptors,4,4,0,1,48,109,39,81.8,47.7,8,25.3,31.7,23,26.8,86,9.3,32.8,42,17.8,11.3,9,3.5,4,18,19,10
Utah Jazz,2,2,0,1,48,111,39.5,82.5,47.9,7.5,26.5,28.3,24.5,32,76.6,13.5,27.5,41,19.5,9.5,5.5,5.5,3,15,26,6
Washington Wizards,4,4,0,1,48,113.8,43.3,82.8,52.3,12.3,28.3,43.4,15,18.8,80,8.8,31.8,40.5,24.8,14.3,5.8,4.8,2.3,21.8,17.5,7.3
Atlanta Hawks,4,3,1,0.75,54.3,111.5,40.8,98,41.6,8.8,27.8,31.5,21.3,29.8,71.4,14,36.8,50.8,24.5,13,7.5,3.5,5.5,18.3,26.8,-0.5
Boston Celtics,4,3,1,0.75,48,112.5,38.8,86.5,44.8,11.5,33.3,34.6,23.5,29.5,79.7,11.3,30.3,41.5,23.8,10.8,10.5,4,6.8,19.5,23.3,9.5
Milwaukee Bucks,3,2,1,0.667,48,106.7,37.7,80.7,46.7,9.7,25.3,38.2,21.7,29,74.7,8.3,32.7,41,23.3,12,8.3,6.7,5,15.7,20,2.3
Brooklyn Nets,4,2,2,0.5,48,106.8,37.8,85,44.4,11.3,32,35.2,20,26.8,74.8,11.3,37.5,48.8,19.5,17.5,6.3,4,6,22.5,21.3,0
Dallas Mavericks,2,1,1,0.5,48,90,35.5,83.5,42.5,5.5,26.5,20.8,13.5,17.5,77.1,9,29,38,17,10,9,7,3.5,14,18.5,-4
Detroit Pistons,4,2,2,0.5,48,102.8,41.3,88.5,46.6,8.5,21.5,39.5,11.8,18.3,64.4,11,34.3,45.3,20.8,12.3,7.8,3.8,7.5,15.3,16.3,4
Los Angeles Lakers,2,1,1,0.5,48,116.5,43,95,45.3,9,28,32.1,21.5,26.5,81.1,14.5,33.5,48,22.5,11.5,8,3,7.5,25,19.5,4
Memphis Grizzlies,2,1,1,0.5,48,102.5,37.5,80.5,46.6,12,26,46.2,15.5,19,81.6,9,30,39,19.5,13,3,5.5,4,22,20.5,3
Philadelphia 76ers,4,2,2,0.5,48,106.3,39.8,91.5,43.4,7.5,27.5,27.3,19.3,24.8,77.8,15.5,30.8,46.3,21.8,13.8,7,4.8,6.3,19.8,20.5,0.5
Portland Trail Blazers,2,1,1,0.5,48,106.5,38.5,83,46.4,8.5,21.5,39.5,21,27.5,76.4,10.5,36.5,47,16.5,14.5,6.5,3.5,7,16.5,21.5,5.5
San Antonio Spurs,2,1,1,0.5,48,98,39,95,41.1,8,27,29.6,12,15,80,18.5,29.5,48,22.5,12.5,11,3.5,6.5,17,17.5,2
Charlotte Hornets,3,1,2,0.333,49.7,108.3,39.3,87.7,44.9,9.7,29.3,33,20,28,71.4,9.7,38.7,48.3,19.7,12,4.7,5.7,7.7,14.7,22,0
Miami Heat,3,1,2,0.333,48,100.7,37.3,85.3,43.8,10.3,27.7,37.3,15.7,23,68.1,11.7,30.7,42.3,18.7,11.7,8,5,5.7,18.7,17.3,0.7
Indiana Pacers,4,1,3,0.25,48,104.5,38,87.5,43.4,8,25.5,31.4,20.5,25.3,81.2,11,35.8,46.8,20.3,14,8.5,3,6.5,17.8,19.5,-1.3
Orlando Magic,4,1,3,0.25,48,101.3,39.5,87.3,45.3,8.5,28.8,29.6,13.8,19,72.4,10.8,30.5,41.3,22.5,13.8,6,4.8,4.5,20.5,18.5,-4.5
Chicago Bulls,3,0,3,0,48,94.7,34.7,86,40.3,5.7,22.7,25,19.7,23.7,83.1,13.3,27.3,40.7,19,13.3,5.3,4.3,5.7,14.3,20.7,-12.3
Minnesota Timberwolves,2,0,2,0,48,109,37.5,82.5,45.5,7,23.5,29.8,27,31.5,85.7,12,29.5,41.5,21,14.5,7.5,5.5,4.5,21,22,-3
Sacramento Kings,2,0,2,0,48,99,33,92,35.9,8,28,28.6,25,29,86.2,12,33,45,21,9,11.5,3,8,18.5,25,-5.5
